run,imp_wyldrate,crb_wyldrate,dth_wyldrate,dtl_wyldrate,round
65,0.364141773049464,0.205696097008479,0.105749199931237,0.12987847852674,Round 1
66,0.229753957131761,0.185958380517811,0.0532221105239494,0.0704374530873034,Round 1
67,0.282504401246203,0.158011923510538,0.185918842240614,0.0970702220240045,Round 1
68,0.316296355820474,0.163853915201785,0.133137904036288,0.0936910631373965,Round 1
69,0.40158239594569,0.28912791085424,0.05784042896289,0.0876668189041652,Round 1
70,0.341100791198217,0.214856090093235,0.150398064938676,0.123453374196653,Round 1
71,0.450517782118999,0.239124994469264,0.163521745665258,0.205516009148208,Round 1
72,0.431659270840078,0.173147489005156,0.267445770502797,0.159334136337239,Round 1
73,0.461120482807054,0.148138078864811,0.119225739711044,0.102787535410772,Round 1
74,0.375323572539849,0.243953188799868,0.0574973774869479,0.0809047487066405,Round 1
75,0.334443495815153,0.227158924056312,0.211638020316526,0.0799205332431544,Round 1
76,0.30767704951307,0.184435885121402,0.191552381424157,0.128842402960567,Round 1
77,0.415266226181403,0.189522534300732,0.073940814966194,0.105116173880876,Round 1
78,0.431575649229722,0.172751537428675,0.204844411527149,0.0299497218435852,Round 1
79,0.352104617885568,0.230700934106894,0.0948222407525944,0.0909373037333039,Round 1
80,0.368825723229533,0.381807915541397,0.106781272660176,0.119312145766725,Round 1
81,0.331921716190007,0.178870446937921,0.117568279550799,0.0614820451415208,Round 1
82,0.330266771553381,0.24075013066002,0.174180048793177,0.176764098523852,Round 1
83,0.471351022956715,0.212285842889151,0.0578230847456354,0.0273596671952631,Round 1
84,0.388369030791937,0.273821778646381,0.0847872351218765,0.0769264000165978,Round 1
85,0.356283149393729,0.175353831089151,0.212661756530418,0.184174444771678,Round 1
86,0.281112733085157,0.243370062568999,0.123232983477183,0.0491586834494593,Round 1
87,0.221574317311902,0.217985797111374,0.168337208024369,0.164618601851922,Round 1
88,0.488587594424444,0.199631577274208,0.0946748058008087,0.139053719251489,Round 1
89,0.37150259400024,0.303685569834526,0.191376566447076,0.1509872582857,Round 1
90,0.302617230689961,0.229712865969599,0.255602317720451,0.154393832196517,Round 1
91,0.242510649483391,0.270178829603481,0.0707193311738838,0.137802234294558,Round 1
92,0.356665371499893,0.224760062507018,0.209829730295803,0.21064426586677,Round 1
93,0.244855441534141,0.206235804160895,0.136913907961857,0.124737015131485,Round 1
94,0.405485798921697,0.306004553667539,0.121967274772093,0.0482153039855483,Round 1
95,0.298096033539424,0.2069175699964,0.0570452202993341,0.126533837663538,Round 1
96,0.236218196324237,0.239545660256902,0.051718712213761,0.170404869770409,Round 1
97,0.354711993823941,0.179696487138498,0.134056368340539,0.0346246439824084,Round 1
98,0.295286228543879,0.189642386609105,0.0776538668749579,0.128156299675232,Round 1
99,0.516948465241628,0.255134977328069,0.188236377966217,0.14599263849699,Round 1
100,0.36547400779469,0.322288990266062,0.115771100690483,0.128889591079793,Round 1
101,0.227602659633688,0.259497319170296,0.119444232023699,0.08851495131518,Round 1
102,0.327082891095087,0.211732585724375,0.156821691483037,0.0194581319090358,Round 1
103,0.448950055321872,0.318017129071527,0.0521586117655338,0.115936070847858,Round 1
104,0.325391100588175,0.166238746561129,0.139249365640121,0.147534707234985,Round 1
105,0.413795875971198,0.194010134346252,0.172012651977174,0.143443108978044,Round 1
106,0.377507776014129,0.200609730401056,0.165724638031379,0.0547042521646453,Round 1
107,0.388708688289055,0.230072338725342,0.120978105484391,0.0330076860952453,Round 1
108,0.337319440811556,0.167310624875424,0.147065254820359,0.0946416825175616,Round 1
109,0.349779131324359,0.250598925145462,0.135862695758064,0.0748355158243558,Round 1
110,0.318093049814662,0.171544521207742,0.124885770647597,0.135320949811259,Round 1
111,0.355407136871283,0.267171600091272,0.257588819796372,0.0788544726477845,Round 1
112,0.432821478074909,0.287471332598725,0.162400611078344,0.0979154923420888,Round 1
113,0.329506046767889,0.354787572800176,0.225287208462163,0.166709999539838,Round 1
114,0.331700685851475,0.260941967461007,0.179820157434265,0.0903676391088428,Round 1
115,0.407977177325749,0.261848987317954,0.189305665519353,0.115456949017815,Round 1
116,0.309225381339015,0.186099604187304,0.125835652919704,0.109053386735822,Round 1
117,0.378786892017152,0.279760920327164,0.203215101367485,0.0691610842833868,Round 1
118,0.277671605496205,0.218425772349866,0.255196470503387,0.0820658222694766,Round 1
119,0.270658351908183,0.189246368920941,0.104832394553782,0.0850252356040008,Round 1
120,0.340028842345092,0.193153757000496,0.104077697268078,0.138942046170945,Round 1
121,0.392858310517685,0.26686832430343,0.110963547923726,0.220773240510435,Round 1
122,0.372165670429544,0.23413651211087,0.173606776316052,0.217977538611365,Round 1
123,0.379718008322415,0.305436646940922,0.106817641591844,0.178866723107962,Round 1
124,0.323778342725061,0.223595646174439,0.174950264583315,0.171725749702571,Round 1
125,0.283995148927816,0.190471608909746,0.0647648492377895,0.182952859019583,Round 1
126,0.384269961870546,0.31938839659741,0.171266453219543,0.0981440209147478,Round 1
127,0.4106437797034,0.304179617721642,0.135700570589511,0.04995905407702,Round 1
128,0.445927954221563,0.275290946761697,0.197102889082114,0.10162987496569,Round 1
129,0.329879472685325,0.294715641693225,0.115085395878877,0.129167579197005,Round 1
130,0.438341512306917,0.255401121274452,0.127231032103597,0.156382424688297,Round 1
131,0.289888809619091,0.275150681425905,0.107044399006767,0.128511107268232,Round 1
132,0.457895567680647,0.202227327363073,0.22612566816219,0.23549284912658,Round 1
133,0.388472320597006,0.274089627529977,0.237850130734278,0.263102710308589,Round 1
134,0.337160897906093,0.217510468559225,0.133715334588682,0.118820641083036,Round 1
135,0.364864255893852,0.224289035176412,0.0990729363828047,0.0409730928770888,Round 1
136,0.312057296004478,0.213105128137246,0.171088162407919,0.175628135899643,Round 1
137,0.337990580419312,0.301586989862922,0.180181630121748,0.196484076907589,Round 1
138,0.331690195030059,0.213483817506135,0.262602461821414,0.0827972116268692,Round 1
139,0.474448770769846,0.211582416194827,0.137418407944961,0.159156976029162,Round 1
140,0.335626942011992,0.251735092656909,0.206063957989422,0.221482222128069,Round 1
141,0.29799595790439,0.355181881489901,0.197328750045863,0.185722844568603,Round 1
142,0.409239848343422,0.238290498267335,0.112666786070906,0.137116041474041,Round 1
143,0.427382009249499,0.24594595905652,0.112813693635842,0.171594686076552,Round 1
144,0.372735430056558,0.252673603919703,0.106364032401976,0.0258359134450174,Round 1
145,0.363321185835477,0.136194653823917,0.11737456218386,0.108896461215942,Round 1
146,0.279345155083103,0.292411201377193,0.196471980248173,0.0307376387851736,Round 1
147,0.384007601252236,0.251776536804724,0.138732991606794,0.131839461475172,Round 1
148,0.385536010469107,0.199872030589191,0.116308340071728,0.0563568726848053,Round 1
149,0.420479067855226,0.252477206634124,0.100105556202986,0.101293698590086,Round 1
150,0.352410870377023,0.258694746631575,0.162631670751052,0.150709554839467,Round 1
151,0.426267170330449,0.32336373840504,0.09787656697234,0.0931203306297797,Round 1
152,0.356316508967663,0.146993930299792,0.192667601204625,0.186257564353889,Round 1
153,0.325186923965898,0.249281126825796,0.180905548555434,0.0682707860992476,Round 1
154,0.32474522743953,0.248871666899325,0.196550517709462,0.135200777378384,Round 1
155,0.43931923342316,0.208069719771879,0.0693522562075802,0.146377194085437,Round 1
156,0.216584395177756,0.227335313558668,0.0773332986596049,0.0931235988431627,Round 1
157,0.254405703869447,0.280238956182159,0.244317191550093,0.108627857720511,Round 1
158,0.428905899643559,0.231370841836925,0.0759971474511943,0.224269768773437,Round 1
159,0.364718338983171,0.26949664665347,0.08361345960585,0.0943725525149059,Round 1
160,0.32416795495244,0.231240409026958,0.0737328803156816,0.0456599875686473,Round 1
161,0.319146124434138,0.305671041907782,0.161627838632854,0.0264723967678755,Round 1
162,0.473186155638741,0.281659978655373,0.0784068490850693,0.107016242057252,Round 1
163,0.358745913744206,0.287991611613308,0.246221142707654,0.229957915839608,Round 1
164,0.286049105803476,0.233996554877542,0.145340996061645,0.129965184929722,Round 1
165,0.426318936507188,0.318656308243417,0.115070606958648,0.126191157325952,Round 1
166,0.387174114057117,0.22941791804181,0.240282573488494,0.213955992016481,Round 1
167,0.338240214369329,0.275428872351356,0.181595679647264,0.105081327120025,Round 1
168,0.278896758488088,0.292547631195181,0.104899137626364,0.177304498241494,Round 1
169,0.379464952932228,0.27108949763272,0.226682117239008,0.134373272156394,Round 1
170,0.280281199668634,0.167845779173035,0.178631141940371,0.0657903146438481,Round 1
171,0.382277759688011,0.27722507757342,0.203087442814928,0.204866406740389,Round 1
172,0.287007459831904,0.230872352251758,0.223330047486087,0.0989817275548475,Round 1
173,0.433405350865747,0.188856747647424,0.107037370035127,0.13295934515924,Round 1
174,0.368390320846125,0.212758889188549,0.117321825273395,0.0718940463801808,Round 1
175,0.303575038109724,0.324714150146423,0.0596566192880492,0.107804760666636,Round 1
176,0.42435560229101,0.229019594194837,0.0701014563451566,0.159070996864707,Round 1
177,0.374326451511812,0.210539428708373,0.247468624463136,0.0926189198195835,Round 1
178,0.3682320175055,0.178421675482274,0.150893786963352,0.1517733655507,Round 1
179,0.233869839662863,0.164891338555671,0.0705394933101459,0.10207579372843,Round 1
180,0.353998799884918,0.290417280667239,0.103066082144451,0.182153924477427,Round 1
181,0.293780184417037,0.17374237669828,0.141860083602795,0.067207962970521,Round 1
182,0.338192626810946,0.296255421859092,0.189233210301598,0.19921222321254,Round 1
183,0.351281762789529,0.163335661406277,0.0809221462260619,0.128150925110343,Round 1
184,0.252871583490242,0.2405026407937,0.161262764938765,0.0605703119453976,Round 1
185,0.358089456577949,0.150386189404419,0.158993599740043,0.207509936514351,Round 1
186,0.263623650430145,0.192240394299667,0.190131334939914,0.0287142178548311,Round 1
187,0.47240992898479,0.265669591267192,0.209083872944712,0.148003446809676,Round 1
188,0.380261498358051,0.265298754586284,0.216359433138258,0.144042895723939,Round 1
189,0.332489434982768,0.205210090498152,0.0912817958468286,0.14272375790475,Round 1
190,0.52013032768098,0.231249529240705,0.234960147757914,0.0816031146408001,Round 1
191,0.41226131704481,0.163996281395181,0.143121095400325,0.108609244899794,Round 1
192,0.461208429592084,0.223520031869841,0.211975963205272,0.1108694043656,Round 1
193,0.252958557623692,0.254597239401807,0.23423157088064,0.243482824271163,Round 1
194,0.231679144504184,0.289206375245222,0.132588702783026,0.139958334731847,Round 1
195,0.484310577142528,0.251978884359001,0.198848022525997,0.161364485016342,Round 1
196,0.291407061703913,0.214776803780087,0.146170925668079,0.225442987553077,Round 1
197,0.482208288199174,0.321075356881844,0.132449756128533,0.12010633560898,Round 1
198,0.339175506135597,0.193051738176572,0.196356393149441,0.119193213549777,Round 1
199,0.354966105286735,0.294743930414392,0.21264961100546,0.104434542762979,Round 1
200,0.326280062696283,0.247792240769006,0.297320531310198,0.122321292612454,Round 1
201,0.275057637184952,0.200109725254074,0.158170340531634,0.111739427565295,Round 1
202,0.252853019843001,0.309329269123334,0.102670116701446,0.172560609261024,Round 1
203,0.284018650578197,0.137118543444856,0.0549857688837539,0.16419404070401,Round 1
204,0.40412421120627,0.2036924270168,0.194827670473071,0.10798733127284,Round 1
205,0.400816737787298,0.154132941426601,0.139296312111966,0.0170867269773317,Round 1
206,0.40931905551821,0.208859830582245,0.0548546085432902,0.0781952515598973,Round 1
207,0.481172693748759,0.268551608395346,0.272913180208491,0.0662357180026556,Round 1
208,0.337501502411244,0.255217515118995,0.0573206739437311,0.144674726926174,Round 1
209,0.362161857337419,0.135909122359634,0.0634837768317854,0.105780045100986,Round 1
210,0.334523561313919,0.271028308034209,0.217307553416,0.136068196265103,Round 1
211,0.431835690634204,0.141224377747619,0.181683405265172,0.0699506843537456,Round 1
212,0.452288044119866,0.333123656418469,0.091497975108378,0.202201973843533,Round 1
213,0.286344180940615,0.229637880873945,0.105428530691857,0.0544216423392528,Round 1
214,0.410951542521704,0.260602613862723,0.242260592363657,0.121114220388109,Round 1
215,0.33888303642647,0.145365714600938,0.288806899760296,0.220571357907783,Round 1
216,0.374748077680216,0.248838014187018,0.0851976521405039,0.124984228541476,Round 1
217,0.273971612007379,0.218417393513109,0.0681339902405863,0.163691812752803,Round 1
218,0.370422684327689,0.183169807555995,0.0632992848107787,0.0917347501220029,Round 1
219,0.310754506908134,0.304080169049349,0.195210489815473,0.0942368306012451,Round 1
220,0.323171370980212,0.318797876812465,0.145484263499186,0.0867591631550333,Round 1
221,0.355558626421909,0.156354480892869,0.20741076166607,0.137491453231936,Round 1
222,0.347225338155843,0.148176606886379,0.0613136547519252,0.10070700093479,Round 1
223,0.305177055434905,0.136166130748155,0.154661982215321,0.136453059546938,Round 1
224,0.356284079496558,0.26296110935493,0.147146806669175,0.154950440853703,Round 1
225,0.299982207340943,0.198215184012105,0.168078997192213,0.112462961724742,Round 1
226,0.357271432312632,0.196038187464419,0.0906449314750569,0.171662158216915,Round 1
227,0.328835399870239,0.233612578732966,0.123852082477295,0.0753331258495775,Round 1
228,0.387859594983105,0.141669289903187,0.245448455862149,0.109256797651791,Round 1
229,0.290341340052673,0.252620062711206,0.0664641021935247,0.0938670346227882,Round 1
230,0.372964305548558,0.223252549929734,0.138656665447058,0.0431197332025457,Round 1
231,0.307247569647263,0.231366241105067,0.100391470286876,0.139868477343173,Round 1
232,0.30380586314778,0.19400403071524,0.122423606933842,0.205582617946774,Round 1
233,0.423098315331428,0.263307136224784,0.178714145283346,0.0961740237978228,Round 1
234,0.37369317866947,0.363896987051757,0.193802648010453,0.15372684662718,Round 1
235,0.393395327913301,0.218295405145319,0.246359113186746,0.189991410171873,Round 1
236,0.440391418943451,0.406022115537248,0.147021928306779,0.131764571452836,Round 1
237,0.361101454691101,0.279674399911098,0.0681246865405548,0.085165230407997,Round 1
238,0.432645536846295,0.200451505864244,0.111104467481337,0.0825468235336927,Round 1
239,0.4397384394939,0.22893326142812,0.103442964799276,0.123340897325782,Round 1
240,0.265951195379396,0.20832247245368,0.0725868198272737,0.149657455294545,Round 1
241,0.320761420326974,0.163469761651675,0.0959534863764822,0.0534838645812366,Round 1
242,0.308406528787008,0.258323519570775,0.117841729366757,0.197885687168932,Round 1
243,0.270922385073831,0.240332428436505,0.213270911995877,0.166614134189149,Round 1
244,0.357430762565457,0.154926992671665,0.236284747234014,0.106998398791936,Round 1
245,0.363695157298889,0.207068022494038,0.155550160493904,0.156698489630929,Round 1
246,0.29771988566021,0.24013617665565,0.0940138876865629,0.0871186114385353,Round 1
247,0.345717779516731,0.171888004631205,0.11339711844875,0.138699826636799,Round 1
248,0.405976962549539,0.184415778352621,0.241145825407147,0.0743959187556546,Round 1
249,0.33099210042658,0.248117196911845,0.147598459251018,0.0480392734986862,Round 1
250,0.351171830600551,0.217085951647064,0.198540301616783,0.131039901388507,Round 1
251,0.32890878223579,0.167417180353594,0.229318343082294,0.146550626782615,Round 1
252,0.482613181134124,0.250015784443656,0.178681461466653,0.0465482215472742,Round 1
253,0.456869283301389,0.330365616112732,0.166404271409948,0.0696742339084221,Round 1
254,0.237738960873485,0.146248482450692,0.271749150568661,0.0726305264601019,Round 1
255,0.434493924936266,0.364119201589773,0.194045331186545,0.163692485287725,Round 1
256,0.22727846626894,0.273968170950617,0.132311778162494,0.109647766124369,Round 1
257,0.280675008072339,0.153609508332454,0.111356178459798,0.0807817136755789,Round 1
258,0.339041675942723,0.155162510538849,0.198705882478871,0.172121049487846,Round 1
259,0.444975486392195,0.131804561167843,0.0839290648882107,0.0715943979823456,Round 1
260,0.28874035305741,0.249812753234963,0.229254540824896,0.0950656930232133,Round 1
261,0.357161943946203,0.250901770921308,0.118486763470384,0.100042551105218,Round 1
262,0.439175905495124,0.248532904024446,0.147356878577185,0.15659570000158,Round 1
263,0.316281856776081,0.22554405363341,0.113033588286296,0.115221246307799,Round 1
264,0.257151599913767,0.285147690542261,0.237617064400742,0.122004891453849,Round 1
265,0.308477163470586,0.168646785383963,0.211702452277387,0.0791955941729298,Round 1
266,0.400805071161004,0.32425712621582,0.0839162475462626,0.128827637237777,Round 1
267,0.38271438605041,0.21798298422784,0.087143098751316,0.128804328472888,Round 1
268,0.307149404556122,0.200442393783172,0.117483210526644,0.0820472079901822,Round 1
269,0.387022086037542,0.232960184578475,0.114725808241981,0.0966127938303118,Round 1
270,0.368309403874058,0.233624023760514,0.0879331798790054,0.173038557583784,Round 1
271,0.338937311441833,0.232950999121758,0.220410962118899,0.149601165784867,Round 1
272,0.422121280362332,0.212232313816512,0.138239474245932,0.053952022194414,Round 1
273,0.267531182539025,0.280761682974547,0.0847890700668113,0.12740419713068,Round 1
274,0.435174516409317,0.248659943650009,0.322087952408638,0.0413505265726654,Round 1
275,0.238670786309576,0.172093443448916,0.199833230250029,0.176945277529381,Round 1
276,0.379662499537583,0.260151725540282,0.118123487202669,0.0415323602267987,Round 1
277,0.320573376650001,0.191252154296574,0.145104386441579,0.229870176587499,Round 1
278,0.368096385501632,0.1654624251677,0.189363344777653,0.157415343257842,Round 1
279,0.376075089243465,0.277528115179939,0.0693166431307904,0.228468278947641,Round 1
280,0.344744898262544,0.245997966479883,0.0641113536434457,0.053809906268846,Round 1
281,0.290019125872279,0.279802378820648,0.174643892039109,0.172140998956983,Round 1
282,0.328093036634846,0.249126744439054,0.173224490568106,0.176742274130388,Round 1
283,0.375574257934117,0.261533404411421,0.203137607576136,0.178665165623441,Round 1
284,0.270261282586145,0.148658887156015,0.1960393536242,0.0682068504555866,Round 1
285,0.35075050342107,0.31154743050035,0.0971603601890978,0.0968864034297219,Round 1
286,0.48247362335998,0.264349213353416,0.188530870159398,0.195975070594273,Round 1
287,0.252904872683035,0.172878823442289,0.157059554198735,0.132484275065584,Round 1
288,0.400740515466135,0.257242865791511,0.138903553490106,0.176875534915403,Round 1
289,0.284189420637658,0.229948176534304,0.115964444290602,0.186453714736007,Round 1
290,0.279201630067836,0.273891502166238,0.128728974763633,0.0779634212118962,Round 1
291,0.311005764725688,0.266249161899191,0.077655050543498,0.0752874286527472,Round 1
292,0.339734230368086,0.228666743148485,0.146509495308758,0.0612112573025656,Round 1
293,0.385452767323653,0.269716390377714,0.148349725669118,0.13918829748553,Round 1
294,0.491091188022907,0.264993552918868,0.156131159650813,0.0824206749957327,Round 1
295,0.392230089772106,0.196381214837495,0.12519640554647,0.0545108935421366,Round 1
296,0.405000588247112,0.160133749354547,0.0675295996589963,0.172884681760511,Round 1
297,0.34718406446229,0.259133197831141,0.0458156172787521,0.116872526887717,Round 1
298,0.352205449504013,0.219240254528791,0.165346503300362,0.0750162986005968,Round 1
299,0.339712617973259,0.167677397237395,0.193244025865271,0.104877573798626,Round 1
300,0.256367989887963,0.200795976341092,0.216912037954701,0.106086547569347,Round 1
301,0.361470781583668,0.291105490624295,0.215400894413094,0.12416409526787,Round 1
302,0.315331673389926,0.175299379375538,0.251676035894081,0.162439185914998,Round 1
303,0.383537263492492,0.196830780162007,0.156153784324197,0.13190186502838,Round 1
304,0.43389479720993,0.338777530297397,0.13784262794596,0.0913529494951431,Round 1
305,0.337507965999758,0.319154603383833,0.126491013027897,0.12914298055147,Round 1
306,0.25450096610027,0.159879219697549,0.142952917456795,0.137319114794192,Round 1
307,0.299889021319853,0.172805841753806,0.164355558426061,0.0480823843583107,Round 1
308,0.33499910065321,0.167649263735458,0.095549911343874,0.0586413397263267,Round 1
309,0.416424743555537,0.30842920579928,0.0879257135519711,0.0500926742287456,Round 1
310,0.43321823268923,0.32137263459711,0.0759985984883233,0.0641794298434564,Round 1
311,0.326418915930704,0.186013388958478,0.171970719484763,0.099891175082232,Round 1
312,0.448572745979011,0.223869738275491,0.0571388513259378,0.0333677599772029,Round 1
313,0.287167455654896,0.240321024581228,0.150187901383534,0.159100002095255,Round 1
314,0.411639115504494,0.193613183107922,0.135072928767444,0.235730137107299,Round 1
315,0.314850204805139,0.246130614827318,0.0868302811624815,0.120445999366735,Round 1
316,0.280289595820369,0.180729207502948,0.236769869263151,0.0327950324615263,Round 1
317,0.339406106383969,0.147339516476949,0.0913248125751398,0.140858516517097,Round 1
318,0.46759573432171,0.270266226551169,0.129516354671974,0.0670435411292734,Round 1
319,0.289049364934239,0.186640406598662,0.0724737564980928,0.155171699988548,Round 1
320,0.42145889513015,0.271549773952478,0.133180038090462,0.0947698290390271,Round 1
321,0.314397348804129,0.355767906934513,0.0601130022942983,0.138864506067695,Round 1
322,0.301023755649442,0.279201825557121,0.127545498331933,0.157915847380632,Round 1
323,0.470817771910434,0.279460959995527,0.0939590790620134,0.166743892453995,Round 1
324,0.277433315228906,0.134071249777729,0.108400182885885,0.0806767672416467,Round 1
325,0.260045319055497,0.304446855412731,0.151841076324405,0.102863681133445,Round 1
326,0.355180799147016,0.276240119617412,0.096316635862972,0.0385186303620619,Round 1
327,0.285667169307661,0.227530354893423,0.121123720392206,0.1445661984518,Round 1
328,0.354689752266772,0.202749915553348,0.167873095888868,0.119339044938002,Round 1
329,0.432766279191342,0.254816168139657,0.196250863319259,0.169749323308214,Round 1
330,0.245371426882847,0.21803357118603,0.140831098533432,0.0795126691085202,Round 1
331,0.402729026886489,0.320501418222693,0.172148069791118,0.182792327339642,Round 1
332,0.215182533049924,0.255730865513242,0.0631057991286508,0.0570980551326791,Round 1
333,0.374118752903837,0.204156221188528,0.121360170654274,0.207656770699147,Round 1
334,0.332330208997037,0.31198255432488,0.141110884002177,0.103220568285883,Round 1
335,0.455405547211332,0.151578591279479,0.183915033423438,0.055177663062773,Round 1
336,0.340366521517793,0.221477736295902,0.205035867938084,0.142597629347191,Round 1
337,0.253206006485152,0.317139469500694,0.208988890653057,0.063248194963357,Round 1
338,0.446833275293602,0.294324413783989,0.113234009274321,0.0841456195906358,Round 1
339,0.389338455912695,0.298430604513573,0.220600431628238,0.0220808656784648,Round 1
340,0.381795901820052,0.152870445715427,0.246596797812085,0.0806555830445067,Round 1
341,0.525125236493702,0.204896604440719,0.18049060490855,0.108365073290134,Round 1
342,0.392596820907509,0.293474586035179,0.099301255305594,0.0944513514441073,Round 1
343,0.321611043122805,0.290305717885801,0.0909057684931591,0.249792982530343,Round 1
344,0.242425804033578,0.274876003802976,0.166968171461983,0.198730114792097,Round 1
345,0.280430586001029,0.159555025308149,0.128386679894903,0.145279743037101,Round 1
346,0.399370606360483,0.239757365472024,0.203209533995868,0.133625095749198,Round 1
347,0.445447358886927,0.153050227035654,0.103777250114829,0.165540821738608,Round 1
348,0.376195183946562,0.20757922995422,0.181564986509948,0.0689088156294426,Round 1
349,0.374525983933952,0.233248006452231,0.212974936839966,0.0799482490094576,Round 1
350,0.397788054662612,0.186157161313195,0.140425277487017,0.0876069794768721,Round 1
351,0.329979453549519,0.277468114682265,0.0883862542711243,0.191734567482985,Round 1
